id,fecha,hora,ruta,operador,nro_vuelo,tipo_aeronave,registro,cn_ln,total_a_bordo,cantidad_de_fallecidos,fallecidos_en_tierra
196,1929-09-02,00:00:00,"Needles, California",Associated Aviators,NaN,Lockheed Vega,NR859E,067,2.0,1.0,0.0
197,1929-09-03,11:01:00,"Mt. Taylor, near Grants, New Mexico",Trans Continental Air Transport,NaN,Ford 5-AT-B Tri Motor,NC9649,5-AT-002,8.0,8.0,0.0
198,1929-09-06,00:00:00,"Jask, Iran",Imperial Airways,NaN,de Havilland DH-66 Hercules,G-EBMZ,239,5.0,3.0,0.0
199,1929-09-14,00:00:00,North Atlantic Ocean,Aeropostale,NaN,Latecoere 25,F-AIUJ,704,6.0,6.0,0.0
200,1929-09-14,18:00:00,"Saint Catharines, Ontario",Skyways,NaN,Travel Air 6000,CF-ABE,1024,6.0,6.0,0.0
201,1929-09-17,00:00:00,"Mt Lamentation, Connecticut",Colonial Air Transport,NaN,Pitcairn PA-6 Mailwing,NaN,NaN,1.0,1.0,0.0
202,1929-09-17,00:00:00,"Off Larache, Morocco",Aeropostale,NaN,Latecoere 25-3-R,F-AIUJ,704,5.0,5.0,0.0
203,1929-09-17,00:00:00,"Jacumba, California",Pickwick Airways,NaN,Fairchild 71,NaN,NaN,2.0,1.0,0.0
204,1929-10-26,18:00:00,"Off Spezia, Italy",Imperial Airways,NaN,Short Calcutta (flying boat),G-AADN,S748,7.0,7.0,0.0
205,1929-10-29,00:00:00,"Mount Vernon, Ohio",Continental Air Lines,NaN,Stearman C-38,NaN,NaN,1.0,1.0,0.0
206,1929-10-31,00:00:00,"Off Bremerton, Washington",Bremerton-Seattle Air Taxi / Gorst Air Lines,NaN,Loening C-2C,NC9158,232,2.0,2.0,0.0
207,1929-11-04,07:00:00,"Cerro del Carbon, Mexico",Corp. Aeronautica de Transportes,NaN,Lockheed Vega 5,NC46M,097,4.0,4.0,0.0
208,1929-11-06,10:10:00,"Near Godstone, Surrey, England",Deutsche Lufthansa,NaN,Junkers G-24,D-903,911,8.0,7.0,0.0
209,1929-11-16,09:35:00,"Off Corsica, France",Air Union,NaN,Liore et Olivier 190,F-AIGB,1,3.0,3.0,0.0
210,1929-11-20,00:00:00,"Terranova Pausania, East Sardinia",S.A.M. Società Aerea Mediterranea,NaN,Savoia Marchetti S55,I-TACO,10519,12.0,1.0,0.0
211,1929-11-30,00:00:00,"Vancouver, Washington",Varney Air Lines,NaN,Stearman M-2 Speedmail,NC8199,1006,1.0,1.0,0.0
212,1929-12-02,00:00:00,"Chagrin Falls, Ohio",National Air Transport,NaN,Douglas M-3,NC789,622,1.0,1.0,0.0
213,1929-12-19,00:00:00,"Near Berlin, Germany",Deutsche Lufthansa,NaN,Arado V1,D-1594,47,3.0,2.0,0.0
214,1929-12-30,17:00:00,"Amarillo, Texas",Trans Continental Air Transport,NaN,Travel Air B6000,NaN,NaN,5.0,5.0,0.0
215,1930-01-10,00:00:00,"Brawnson, Nebraska",Boeing Air Transport,NaN,Boeing 95,NC184E,NaN,1.0,1.0,0.0
216,1930-01-13,00:00:00,"Antananarivo, Madagascar",Air Orient,NaN,Farman 190,F-AJJK,1,3.0,3.0,0.0
217,1930-01-19,18:23:00,"Oceanside, California",Maddux Airlines,7,Ford 5-AT-C Tri Motor,NC9689,5-AT-046,16.0,16.0,0.0
218,1930-01-25,00:00:00,"Off Ceuta, Spain",Aeropostale,NaN,Latecoere 25,F-AJCL,691,2.0,2.0,0.0
219,1930-01-27,17:30:00,"Kansas City, Missouri",Central  Airlines (Universal Aviation Corporation),NaN,Travel Air A6000A,NaN,963,5.0,5.0,0.0
220,1930-02-03,00:00:00,"Hartford, Connecticut",Colonial Air Transport,NaN,Pitcairn PA-6 Mailwing,NC801H,41,1.0,1.0,0.0
221,1930-02-10,00:00:00,"Marden, England",Air Union,NaN,Farman F-63,F-FHMY,21/6844,6.0,2.0,0.0
222,1930-04-18,17:00:00,"Jersey City, New Jersey",Canadian Colonial Airways,NaN,Fairchild 71,NC9148,634,4.0,4.0,0.0
223,1930-05-10,00:00:00,"Buenos Aires, Argentina",Aeropostale,NaN,Latecoere 28,F-AJPD,918,4.0,3.0,0.0
224,1930-06-05,00:00:00,"Boston, Massachusetts",Colonial Air Transport,NaN,Ford Tri-Motor 5,NC9675,5-AT-033,15.0,1.0,0.0
225,1930-07-07,00:00:00,"Bornholm, Denmark",Deutsche Lufthansa,NaN,Dornier Wal,D-864,44,8.0,5.0,0.0
226,1930-07-10,00:00:00,"Arkansas Pass, Texas",Cross Airways,NaN,Lockheed Vega 5,NC-394H,087,5.0,5.0,0.0
227,1930-07-21,15:00:00,"Near Meopham, Kent, England",Walcot Air Line,NaN,Junkers F-13ge,G-AAZK,NaN,6.0,6.0,0.0
228,1930-08-22,15:45:00,"Iglau, Czechoslovakia",Ceskoslovenske Aerolinie,NaN,Ford 5-AT-C Tri Motor,OK-FOR,5-AT-050,11.0,10.0,0.0
229,1930-09-11,00:00:00,"Croydon, England",Sabena,NaN,Sabca F-VII,OO-AIN,NaN,2.0,2.0,0.0
230,1930-09-25,00:00:00,"Edmonton, Alberta, Canada",Western Canada Airways,NaN,Boeing 40,CF-AIN,1165,3.0,3.0,0.0
231,1930-10-05,02:05:00,"Near Beauvais, France",Military - British Air Ministry,NaN,Royal Airship Works R-101,G-FAAW,R-101,54.0,48.0,0.0
232,1930-10-06,09:45:00,"Dresden, Germany",Deutsche Lufthansa,NaN,Messerschmitt M-20B,D-1930,443,8.0,8.0,0.0
233,1930-10-12,00:00:00,"La Rache, Morocco",Aeropostale,NaN,Latecoere 28,F-AJUU,NaN,4.0,4.0,0.0
234,1930-10-13,00:00:00,"Perth, Australia",Wings Ltd,NaN,de Havilland DH.80 Puss Moth,VH-UPC,2021,3.0,3.0,
235,1930-10-28,00:00:00,"Prince Rupert, BC, Canada",Alaska-Washington Airways,NaN,Lockheed Vega,NC103W,120,3.0,3.0,0.0
236,1930-10-30,00:00:00,"Near Neufchatel, France",Imperial Airways,NaN,Handley Page W-8,G-EBIX,W8-7,6.0,3.0,0.0
237,1930-10-30,00:00:00,"Brookston, Indiana",Embry Riddle Company,NaN,Pitcairn PA-6 Mailwing,NaN,NaN,1.0,1.0,0.0
238,1930-11-07,00:00:00,"Off of Santos, Brazil",Syndicato Condor,NaN,Junkers G-24,P-BAHA,921,9.0,1.0,0.0
239,1930-11-18,20:00:00,"Techachapi Mountains, California",Pacific Air Transport,NaN,Boeing 40,NC5340,NaN,3.0,3.0,
240,1930-12-09,00:00:00,"Shanghai, China",China National Aviation Corporation,NaN,Loening C-W Air Yaht,NaN,NaN,6.0,4.0,0.0
241,1931-01-08,22:40:00,"Melle, Belgium",Sabena,NaN,Fokker F-VII,OO-AIL,1930,2.0,2.0,0.0
242,1931-01-22,00:00:00,"Bluff Mountain, Washington",Varney Air Lines,NaN,Boeing 40,NC741K,1422,1.0,1.0,0.0
243,1931-02-08,00:00:00,"Wairoa, New Zealand",Dominion Air Lines,NaN,Desoutter II,ZK-ACA,D-36,3.0,3.0,0.0
244,1931-02-20,00:00:00,"Bagot, Manitoba, Canada",Western Canada Airways,NaN,Fokker Universal F-14,NaN,NaN,3.0,2.0,0.0
245,1931-02-24,00:00:00,Off Spain,Aeropostale,NaN,Latecoere 32,F-AITX,84,3.0,1.0,0.0
246,1931-03-21,13:00:00,"New South Wales, Australia",Australian National Airways,NaN,Avro 10,VH-UMF,241,8.0,8.0,0.0
247,1931-03-31,10:45:00,"Bazaar, Kansas",Trans Continental and Western Air,599,Fokker F10A Trimotor,NC-999,1063,8.0,8.0,0.0
248,1931-04-14,00:00:00,"Near Letschen, Germany",Deutsche Lufthansa,NaN,Messerschmitt M-20,D-1928,442,10.0,2.0,0.0
249,1931-05-05,23:30:00,"Burbank, California",Pacific Air Transport,NaN,Boeing 40,NC5390,1044,2.0,2.0,0.0
250,1931-05-22,00:00:00,"Wampit, Australia",Guiena Airways,NaN,Junkers W-34,VH-UNR,2611,1.0,1.0,0.0
251,1931-05-24,22:30:00,"Bellefonte, Pennsylvania",National Air Transport,NaN,Boeing 95,NC397E,1057,1.0,1.0,0.0
252,1931-06-07,09:00:00,"Near Sandoway, Burma",Air Orient,NaN,Fokker F-VIIB,PH-AEO,5096,4.0,4.0,0.0
253,1931-06-11,00:00:00,"Walbridge, Ohio",Rubner Flying Service,NaN,Lockheed Vega 2,NC857E,064,3.0,2.0,0.0
254,1931-06-13,00:00:00,"Saarbrucken, Germany",Deutsche Lufthansa,NaN,Dornier Merkur,D-1455,177,4.0,4.0,0.0
255,1931-07-12,00:00:00,"Chicago, Illinois",Braniff Airlines,NaN,Lockheed Vega,NC8497,154,2.0,2.0,0.0
256,1931-07-14,00:00:00,"Temora, Australia",Australian Aerial Services,NaN,Lasco Lascowl,VH-UGF,3,2.0,2.0,0.0
257,1931-07-21,00:00:00,"Centralia, Illinois",American Airways,NaN,Pitcairn PA-6 Mailwing,NaN,NaN,1.0,1.0,0.0
258,1931-07-24,00:00:00,"Kurudjevo, Bulgaria",CIDNA,NaN,Fokker F-VII,F-ALGT,18,7.0,7.0,0.0
259,1931-08-09,08:40:00,"Cincinnati, Ohio",American Airways,NaN,Ford 5-AT-C Tri Motor,NC9662,5AT-029,6.0,6.0,0.0
260,1931-09-14,20:00:00,"Chicago, Illinois",Chicago-Detroit Airways,NaN,Lockheed Vega,NC606,056,1.0,1.0,0.0
261,1931-09-15,00:00:00,"Near Craiova, Oltenia, Romania",CIDNA,NaN,Fokker F-VIIb-3m,F-AIGT,NaN,6.0,6.0,0.0
262,1931-09-16,04:00:00,"Oakland, California",Pacific Air Transport,NaN,Boeing 40,NC10347,1428,4.0,4.0,0.0
263,1931-10-06,00:00:00,"Novia Scotia, Canada",Deutsche Lufthansa,NaN,Heinkel HE-2,D-1717,334,3.0,3.0,0.0
264,1931-10-14,00:00:00,Brazil,Syndicato Condor,NaN,Dornier Wal,P-BALSA,107,3.0,3.0,0.0
265,1931-11-05,06:48:00,"Camden, New Jersey","NY, Phil., Washington AW",NaN,Lockheed Orion 9,NC12221,178,5.0,5.0,0.0
266,1931-11-13,00:00:00,"Sir Lowry's pass, South Africa",Union Airways,NaN,De Havilland DH.80,ZS-ACD,2110,3.0,3.0,0.0
267,1931-11-23,00:00:00,"Salt Lake City, Utah",Boeing Air Transport,NaN,Boeing 40,NC7465,897,1.0,1.0,0.0
268,1931-11-24,00:00:00,"Near Tsinan, China",China National Aviation Corporation,NaN,Stinson,NaN,NaN,3.0,3.0,0.0
269,1931-11-26,22:30:00,"Pasco, Washington",Varney Air Lines,NaN,Boeing 40,NC10338,1419,1.0,1.0,0.0
270,1931-12-05,00:00:00,"Kewanee, Illinois",Braniff Airways,NaN,Lockheed Vega 5,NC433E,049,6.0,2.0,0.0
271,1931-12-06,05:45:00,"Bangkok, Thailand",KLM Royal Dutch Airlines,NaN,Fokker F-VIIb-3M,PH-AFO,5226,7.0,5.0,0.0
272,1931-12-09,00:00:00,Off Algiers,Aeropostale,NaN,CAMS 56,F-AIOX,3,2.0,2.0,0.0
273,1931-12-31,00:00:00,"Springfield, Ohio",American Airways,NaN,Fairchild Pilgrim 100A,NaN,NaN,5.0,4.0,0.0
274,1932-01-21,00:00:00,"Colvin Park, Ilinois",Northwest Airways,NaN,Stinson SM-2A,NC443H,1088,1.0,1.0,0.0
275,1932-01-29,16:00:00,"Lebec, California",Century Pacific Lines,NaN,Stinson SM-6000B,NC10813,5034,8.0,8.0,0.0
276,1932-02-01,00:00:00,"Off Miami, Florida",Bimini Airways,NaN,Fairchild,NaN,NaN,5.0,5.0,0.0
277,1932-02-02,00:00:00,"Rio Vista, California",Boeing Air Transport,NaN,Boeing 40,NC291,902,2.0,1.0,0.0
278,1932-02-02,00:00:00,"Marcellus, Michigan",Transamerican Airlines,NaN,Stearman C-3MB,NC6411,161,1.0,1.0,0.0
279,1932-02-27,00:00:00,"Off Setiba, Brazil",Aeropostale,NaN,Latecoere 28,F-AJOX,917,3.0,3.0,0.0
280,1932-03-08,02:00:00,"Saint Louis, Illinois",Century Air Lines,NaN,Stinson SM-6000B,NC11122,5016,5.0,3.0,0.0
281,1932-03-19,19:30:00,"Calimesa, California",American Airways,NaN,Fokker F-10A,NC652E,1027,7.0,7.0,0.0
282,1932-03-21,00:00:00,"Steubenville, Ohio",Trans Continental and Western Air,NaN,Northrop Alpha 3,NC966Y,9,1.0,1.0,0.0
283,1932-03-29,00:00:00,"Rutbah Wells, Iraq",Air Orient,NaN,Farman F-190,"F-AJDPF-AJDP",7120,3.0,3.0,0.0
284,1932-03-31,00:00:00,"Bedford, Ohio",National Air Transport,NaN,Boeing 95,NC191E,1054,1.0,1.0,0.0
285,1932-04-21,00:00:00,"Fort Wayne, Indiana",Transamerica Airlines,NaN,Stearman C-3MB,NC6412,162,1.0,1.0,0.0
286,1932-05-16,00:00:00,"Burbank, California",Pacific Air Transport,NaN,Boeing 40,NC5589,1042,3.0,3.0,0.0
287,1932-05-30,12:00:00,"Portland, Oregon",Varney Air Lines,NaN,Boeing 40,NC830M,1155,2.0,1.0,0.0
288,1932-07-16,08:00:00,"Mount El Plomo, near Vitacura, Chile",Panagra,NaN,Ford 5-AT-C Tri Motor,NC403H,5-AT-062,9.0,9.0,0.0
289,1932-08-12,00:00:00,"Beyrouth, Lebanon",Air Orient,NaN,CAMS 53,F-AIQY,07,7.0,0.0,0.0
290,1932-08-31,00:10:00,"Tubergen, Germany",A B Aerotransport,NaN,Junkers G-23,SE-AAE,836,2.0,2.0,0.0
291,1932-09-08,09:00:00,"Salt Flats, Texas",American Airways,NaN,Fokker F-10,NC9716,1009,4.0,3.0,0.0
292,1932-09-17,06:00:00,"Selsdon Park, England",Air Union,NaN,Liore-et-Olivier 213,F-AIFE,2,2.0,1.0,0.0
293,1932-09-18,00:00:00,"Byron Bay, Australia",New England Airways,NaN,De Havilland DH-80,VH-UPM,2052,3.0,3.0,0.0
294,1932-10-12,00:00:00,"Port Etienne, Mauritania",Aeropostale,NaN,Latecoere 28,F-AJIP,905,1.0,1.0,0.0
295,1932-10-26,00:00:00,"Villa Monte, Bolivia",Lloyd Aero Boliviano,NaN,Ford Tri-motor 5,NaN,NaN,2.0,2.0,0.0
296,1932-10-29,00:00:00,"Ramsgate, England",Deutsche Lufthansa,NaN,Junkers W-33,D-2017,NaN,2.0,2.0,0.0
297,1932-11-02,00:00:00,"Echterpfuhl, Germany",Deutsche Lufthansa,NaN,Junkers F-13,D-724,696,5.0,5.0,0.0
298,1932-11-25,00:00:00,"Marianna, Arkansas",Hunter Airways,NaN,Travel Air 6000,NC369M,2020,2.0,2.0,0.0
299,1932-12-14,00:00:00,"Amarillo, Texas",Trans Continental and Western Air,NaN,Ford 5,NC9650,5-AT-037,2.0,2.0,0.0
300,1932-12-14,00:00:00,"Rocky Ridge, Colorado",Boeing Air Transport,NaN,Boeing 40,NC281,892,1.0,1.0,0.0
301,1932-12-26,00:00:00,"Wau, Australia",Guinea Airways,NaN,De Havilland DH-60,VH-UMJ,1372,1.0,1.0,0.0
302,1933-01-10,00:00:00,Algiers,Aeropostale,NaN,CAMS 53,F-AISV,5,3.0,1.0,0.0
303,1933-01-14,00:00:00,"Newark, New Jersey",Eastern Air Transport,NaN,Curtiss Condor 18,NC185H,1168,2.0,2.0,0.0
304,1933-01-20,00:00:00,"Marietta, Georgia",American Airways,NaN,Stearman 4,N490W,4039,1.0,1.0,0.0
305,1933-01-20,02:07:00,"Bourne, Texas",American Airways,NaN,Stearman 4,NC11721,4039,1.0,1.0,0.0
306,1933-01-24,00:00:00,"Eugene, Oregon",Pacific Air Transport,NaN,Ford 5-AT-D,NC431H,5-AT-098,3.0,2.0,0.0
307,1933-03-11,00:00:00,"Near Mendoza, Argentina",Pan American Grace Airways,NaN,Fairchild FC-2W,NC9723,NaN,2.0,2.0,0.0
308,1933-03-25,20:07:00,"Hayward, California",Varney Airlines,NaN,Lockheed Orion 9,NC12226,184,3.0,3.0,11.0
309,1933-03-28,14:30:00,"Near Dixmude, Belgium",Imperial Airways,NaN,Armstrong Whitworth Argosy II,G-AACI,AW-363,15.0,15.0,0.0
310,1933-04-03,00:00:00,"Hemkenrode, Germany",Deutsche Lufthansa,NaN,Junkers F-13,D-534,NaN,2.0,1.0,0.0
311,1933-04-04,12:30:00,"Off Barnegat, New Jersey",Military - U.S. Navy,NaN,Goodyear-Zeppelin U.S.S. Akron (airship),ZRS-4,NaN,76.0,73.0,0.0
312,1933-04-23,07:40:00,"Near Castrovillari, Calabria, Italy",Air Orient,NaN,Cams 53-1,F-ALCE,29,8.0,5.0,0.0
313,1933-04-29,00:00:00,"Traunstein, Germany",Eurasia,NaN,Junkers W-34,D-4,2737,4.0,4.0,0.0
314,1933-05-09,15:00:00,"Near Viladrau, Spain",Aeropostale - La Tecoere Company,NaN,Latecoere 28-1,F-AJIX,1701,6.0,6.0,0.0
315,1933-06-04,03:15:00,"Bowling Green, Virginia",Eastern Air Transport,NaN,Pitcairns PA-6,NaN,NaN,1.0,1.0,0.0
316,1933-06-11,17:00:00,"Glenview, Illinois",Palwaukee,NaN,Sikorsky S-38B (flying boat),NC-141M,NaN,9.0,9.0,0.0
317,1933-07-18,15:40:00,Aegean Sea,Societa Anonima Aero Expresso Italiana,NaN,CMASA Wal (flying boat),I-AZEE,127,6.0,6.0,0.0
318,1933-08-29,01:00:00,"Quay, New Mexico",Trans Continental and Western Air,NaN,Ford 5-AT-B Tri Motor,NC9607,5-AT-005,5.0,5.0,0.0
319,1933-09-12,00:00:00,"Near Ljubljana, Yugoslavia",Aeroput,NaN,Farman F-306,YU-SAH,NaN,8.0,8.0,0.0
320,1933-10-10,21:00:00,"Chesterton, Indiana",United Air Lines,NaN,Boeing 247,NC13304,1685,10.0,10.0,0.0
321,1933-10-31,11:20:00,"Etobon, France",Air France,NaN,Farman F-301,F-AJMI,04,5.0,2.0,0.0
322,1933-11-09,22:35:00,"Portland, Oregon",United Air Lines,NaN,Boeing 247,NC13345,1772,10.0,4.0,
323,1933-11-10,00:00:00,"Moriarty, New Mexico",Trans Continental and Western Air,NaN,Northrop Delta,NC12292,03,1.0,0.0,0.0
324,1933-11-20,00:00:00,"Near Tsinan, China",China National Aviation Corporation,NaN,Stinson,NaN,NaN,8.0,8.0,
325,1933-11-21,15:00:00,"Near Kharkov, Ukraine, USSR",Kalinin,NaN,Kalinin K-7,NaN,NaN,20.0,14.0,0.0
326,1933-11-24,00:00:00,"Wedron, Illinois",National Air Transport,NaN,Boeing 247,NC13324,1705,2.0,2.0,0.0
327,1933-12-11,16:00:00,"Hamburg, Germany",Deutsche Lufthansa,NaN,Focke-Wulf A-17,D-1403,47,10.0,6.0,0.0
328,1933-12-14,00:00:00,"Eshowe, South Africa",Union Airways,NaN,Junkers W-34,ZS-AEB,2735,6.0,5.0,0.0
329,1933-12-30,13:00:00,"Near Ruysselede, Belgium",Imperial Airways,NaN,Avro 10,G-ABLU,528,10.0,10.0,0.0
330,1934-01-15,18:15:00,"Corbigny, France",Air France,NaN,Dewoitine D-332,F-AMMY,01,14.0,14.0,0.0
331,1934-01-20,00:00:00,"Carombe, France",Air France,NaN,Breguet 280T,F-AJKX,NaN,2.0,2.0,0.0
332,1934-02-23,14:15:00,"Near Salt Lake City, Utah",Boeing Aircraft Company,NaN,Boeing 247,NC13357,1739,8.0,8.0,0.0
333,1934-02-26,00:00:00,"Rio de Oro, Morocco",Air France,NaN,Latécoère 28,F-AJPA,925,6.0,1.0,0.0
334,1934-03-06,00:00:00,"Petersburg, Illinois",American Airways,NaN,Fairchild Pilgrim 100A,NC710Y,6606,4.0,4.0,0.0
335,1934-03-10,00:00:00,"Pereira, Colombia",Pan American Airways (Scadta),NaN,Sikorsky S-38 Flying Boat,NC-9107,NaN,6.0,5.0,0.0
336,1934-03-22,00:00:00,"Near Lima, Peru",Pan American Grace Airlines,NaN,Ford 5-AT-C Tri-Motor,NC407H,5-AT-066,15.0,3.0,0.0
337,1934-04-10,00:00:00,"Ningpo Bay, China",China National Aviation Corporation,NaN,Sikorsky S-38BB,NV17V,NaN,3.0,3.0,0.0
338,1934-05-09,00:00:00,English Channel,Air France,NaN,Wibault 282T,F-AMHP,8,6.0,6.0,0.0
339,1934-05-31,05:00:00,"Croydon, England",Air France,NaN,Liore-et-Olivier 213,F-AIVG,NaN,2.0,2.0,0.0
340,1934-06-09,17:00:00,"Mongaup Mountain, New York",American Airways,NaN,Curtiss Condor T-32,NC12354,22,7.0,7.0,0.0
341,1934-06-11,11:00:00,"Junin, Argentina",Panagra,NaN,Ford 5-AT-C Tri-Motor,NC8417,5-AT-055,10.0,6.0,0.0
342,1934-06-22,00:00:00,"Chausseehausen, Germany",Deutsche Lufthansa,NaN,Dornier Merkur,D-1445,176,7.0,1.0,0.0
343,1934-06-23,06:00:00,"Burbank, California",Aerevias Centrales Air Service,NaN,Lockheed Orion,XA-BEJ,NaN,1.0,1.0,0.0
344,1934-07-09,00:00:00,"San Bernardino, California",United Air Services,NaN,Lockheed Vega,NC32E,033,4.0,3.0,0.0
345,1934-07-27,09:50:00,"Near Tuttlingen, Germany",Swissair,NaN,Curtiss AT-32C Condor,CH-170,53,12.0,12.0,0.0
346,1934-08-05,00:00:00,"Bahia, Brazil",Air France,NaN,Latecoere 26,F-AILK,662,2.0,2.0,0.0
347,1934-08-10,00:00:00,"Ningbo, China",China National Aviation Corporation,NaN,Sikorsky S-38B,NaN,NaN,,,
348,1934-08-31,22:45:00,"Amazonia, Missouri",Rapid Air Transport,6,Stinson  SM-6000B,NC11118,5004,5.0,5.0,0.0
349,1934-10-02,10:50:00,English Channel,Hillman's Airways,NaN,de havilland 89 Dragon Rapide,G-ACPM,NaN,7.0,7.0,0.0
350,1934-10-03,00:00:00,"Near Winton, Australia",Qantas,NaN,de Havilland DH-50A,VH-UHE,4,3.0,3.0,0.0
351,1934-10-19,00:00:00,"Bass Strait, Australia",Holymans Airways,NaN,de Havilland DH-86,VH-URN,2301,11.0,11.0,0.0
352,1934-11-02,00:00:00,"Kiapit, Australia",Holdens Air Transport Service,NaN,De Havilland DH-61,VH-UHW,330,4.0,2.0,0.0
353,1934-11-15,23:42:00,"Amazonia, Montana",Rapid Air Transport,NaN,Stinson SM-6000-B,NC10809,5031,2.0,2.0,0.0
354,1934-11-15,00:00:00,"Near Longreach, Australia",Qantas,NaN,de Havilland DH-86,VH-USG,2311,4.0,4.0,0.0
355,1934-12-07,00:00:00,"Salchau, Germany",Deutsche Lufthansa,NaN,Junkers F-13,D-OMAS,2008,3.0,3.0,0.0
356,1934-12-08,05:30:00,"Columbia, Missouri",Braniff Airlines,NaN,Lockheed Vega 5C,NC106W,123,1.0,1.0,0.0
357,1934-12-10,07:30:00,"Palma Soriano, Cuba",Cubana de Aviacion,NaN,Ford 4-AT-E Tri-motor,NM-7,4-AT-63,8.0,4.0,0.0
358,1934-12-20,03:33:00,"Rutbah Wells, Syria",KLM Royal Dutch Airlines,NaN,Douglas DC-2-115A,PH-AJU,1317,7.0,7.0,0.0
359,1934-12-22,02:52:00,"Sunbright, Tennessee",American Airlines,NaN,Lockheed Orion 9D,NC12286,198,1.0,1.0,0.0
360,1934-12-31,00:00:00,NaN,Aeroflot,NaN,Tupolev ANT-9,NaN,NaN,10.0,10.0,0.0
361,1935-01-08,00:00:00,"Near Karachi, Pakistan",Indian Air Force,NaN,Wapiti,NaN,NaN,2.0,0.0,15.0
362,1935-01-26,00:00:00,"Pittsburgh, Pennsylvania",Trans Continental and Western Air,NaN,Consolidated Fleetster,NC13212,NaN,1.0,1.0,0.0
363,1935-01-31,19:00:00,"Stettin, Germany",Deruluft,NaN,Junkers JU-52/3m,D-AREN,4051,11.0,11.0,0.0
364,1935-02-12,00:00:00,"Off Point Sur, Californiia",Military - US Navy,NaN,Goodyear-Zeppelin U.S.S. Macon (airship),ZRS-4,NaN,83.0,2.0,0.0
365,1935-03-07,00:00:00,"Schievelbein, Germany",Deruluft,NaN,Rochrbach Roland,D-AJYP,45,3.0,0.0,0.0
366,1935-03-15,00:00:00,"El Arish, Egypt",Misrair,NaN,de Havilland Dragon 1,SU-ABI,6031,6.0,3.0,0.0
367,1935-03-29,00:00:00,"Off Samland, Germany",Deutsche Lufthansa,NaN,Junkers F-13,D-OHIL,NaN,5.0,5.0,0.0
368,1935-04-01,00:45:00,"Beauvais, France",Air France,NaN,Farman F-300,F-ALHQ,7243-2,3.0,1.0,0.0
369,1935-04-06,15:18:00,"Brilon, Germany",KLM Royal Dutch Airlines,NaN,Fokker F-12,PH-AFL,5242,7.0,7.0,0.0
370,1935-05-01,10:45:00,"Near Walsenberg, Colorado",Varney Air Lines,NaN,Lockheed Vega,NC891E,73,1.0,1.0,0.0
371,1935-05-06,03:30:00,"Atlanta, Missouri",Trans Continental and Western Air,6,Douglas DC-2-112,NC13785,1295,14.0,5.0,0.0
372,1935-05-18,00:45:00,"Near Moscow, Russia",Gor'ky Eskadril'ya,NaN,Tupolev ANT-20 / I-5,CCCP-I20,NaN,50.0,50.0,2.0
373,1935-05-18,18:35:00,"Flint, Michigan",Knowles Flying Service of Detroit,NaN,Ford model 4-AT-E,WC-7864,4-AT-49,12.0,3.0,0.0
374,1935-05-27,16:00:00,"Glendo, Wyoming",Wyoming Air Service,NaN,Boeing 221,NC725W,1153,1.0,1.0,0.0
375,1935-05-28,22:25:00,"Maywood, Illinois",Chicago and Southern Airlines,NaN,Stinson SM6000B Tri-motor,NC10894,5050,2.0,2.0,0.0
376,1935-05-29,00:00:00,"San Barbra, Honduras",NaN,NaN,NaN,NaN,NaN,9.0,6.0,0.0
377,1935-06-24,14:36:00,"Medellin, Colombia",Servicio Aereo Columbiano / SCADTA,NaN,Ford Tri-Motor / Ford Tri-Motor,C-31 / F-31,5-AT-112/5-AT-006,20.0,17.0,0.0
378,1935-07-14,09:40:00,"Amsterdam, Netherlands",KLM Royal Dutch Airlines,NaN,Fokker F-XXII,PH-AJQ,5358,20.0,6.0,0.0
379,1935-07-19,14:20:00,"Off Chandeleur Island, Mississippi",Wedell-Williams Air Service Corporation,NaN,General 102-E,NC-492K,NaN,2.0,2.0,0.0
380,1935-07-20,12:30:00,"Pian Giacomo, Switzerland",KLM Royal Dutch Airlines,NaN,Douglas DC-2,PH-AKG,1335,13.0,13.0,0.0
381,1935-07-23,00:00:00,"Cardiff, United Kingdom",Jersey Airways,NaN,de Havilland DH-84 Dragon,G-ACMP,6063,8.0,1.0,0.0
382,1935-07-28,00:00:00,"El Retiro, Colombia",Fuerza Aerea Colombiana,NaN,Junkers W-34,406,2779,5.0,5.0,0.0
383,1935-08-07,08:00:00,"Cairo, Egypt",Ala Littoria,NaN,Savoia-Marchetti S-66,I-REDI,15004,7.0,7.0,0.0
384,1935-08-13,00:00:00,"Hangow, China",China National Aviation Corporation,NaN,Sikorsky S-38B,NV40V,NaN,,,
385,1935-08-14,23:45:00,"Near Gilmer, Texas",Delta Air Lines,4,Stinson Model A,NC14599,9103,4.0,4.0,0.0
386,1935-08-15,20:18:00,"Walakpa, near Point Barrow, Alaska",Private,NaN,Lockheed Orion 9E Explorer float plane,NR12283,195,2.0,2.0,0.0
387,1935-08-15,20:08:00,"Near Glendo, Wyoming",Aero Mayflower Transit Co,NaN,"Waco, model YLC",NC14140,4202,3.0,3.0,0.0
388,1935-09-01,23:00:00,"Burbank, California",Western Air Express,NaN,Boeing 247,NC13314,1695,3.0,3.0,0.0
389,1935-09-13,09:00:00,"Near Tambo, Panama",Panama Airways,NaN,Ford Tri-Motor,NaN,NaN,8.0,8.0,0.0
390,1935-10-02,09:55:00,"Off Finders Island, Victoria, Australia",Holyman Airways,NaN,de Havilland DH-86,VH-URT,2312,5.0,5.0,0.0
